Date,Location_ID,Location_Name,Location_Type,Lat,Lon,Product_ID,Product_Name,Category,Sales_Quantity,Current_Stock,Lead_Time_Days,Price
2025-02-02,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,198,226,2,2.0
2025-02-02,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,23,20,2,500.0
2025-02-02,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,135,93,2,15.0
2025-02-02,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,51,62,2,8.0
2025-02-02,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,163,260,2,3.5
2025-02-02,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,152,149,2,2.0
2025-02-02,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,14,13,2,500.0
2025-02-02,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,84,83,2,15.0
2025-02-02,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,44,40,2,8.0
2025-02-02,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,277,281,2,3.5
2025-02-02,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,174,193,2,2.0
2025-02-02,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,15,17,2,500.0
2025-02-02,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,67,101,2,15.0
2025-02-02,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,46,69,2,8.0
2025-02-02,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,184,211,2,3.5
2025-02-02,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,133,113,2,2.0
2025-02-02,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,15,10,2,500.0
2025-02-02,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,85,63,2,15.0
2025-02-02,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,34,41,2,8.0
2025-02-02,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,204,136,2,3.5
2025-02-02,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,106,96,2,2.0
2025-02-02,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,12,10,2,500.0
2025-02-02,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,52,47,2,15.0
2025-02-02,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,28,28,2,8.0
2025-02-03,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,7880,14,3.5
2025-02-03,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,4042,14,2.0
2025-02-03,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,526,14,500.0
2025-02-03,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2533,14,15.0
2025-02-03,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1643,14,8.0
2025-02-03,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,191,307,2,3.5
2025-02-03,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,137,219,2,2.0
2025-02-03,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,15,17,2,500.0
2025-02-03,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,59,106,2,15.0
2025-02-03,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,46,61,2,8.0
2025-02-03,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,140,269,2,3.5
2025-02-03,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,127,154,2,2.0
2025-02-03,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,13,15,2,500.0
2025-02-03,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,75,83,2,15.0
2025-02-03,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,34,45,2,8.0
2025-02-03,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,203,250,2,3.5
2025-02-03,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,118,182,2,2.0
2025-02-03,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,13,19,2,500.0
2025-02-03,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,61,85,2,15.0
2025-02-03,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,42,58,2,8.0
2025-02-03,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,141,172,2,3.5
2025-02-03,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,109,101,2,2.0
2025-02-03,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,8,13,2,500.0
2025-02-03,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,29,54,2,15.0
2025-02-03,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,36,33,2,8.0
2025-02-03,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,92,146,2,3.5
2025-02-03,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,90,96,2,2.0
2025-02-03,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,7,11,2,500.0
2025-02-03,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,42,46,2,15.0
2025-02-03,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,21,27,2,8.0
2025-02-04,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,6669,14,3.5
2025-02-04,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,4771,14,2.0
2025-02-04,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,505,14,500.0
2025-02-04,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2530,14,15.0
2025-02-04,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1822,14,8.0
2025-02-04,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,278,320,2,3.5
2025-02-04,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,175,201,2,2.0
2025-02-04,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,18,22,2,500.0
2025-02-04,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,66,97,2,15.0
2025-02-04,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,45,52,2,8.0
2025-02-04,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,212,192,2,3.5
2025-02-04,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,126,121,2,2.0
2025-02-04,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,12,14,2,500.0
2025-02-04,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,57,66,2,15.0
2025-02-04,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,32,45,2,8.0
2025-02-04,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,200,252,2,3.5
2025-02-04,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,154,170,2,2.0
2025-02-04,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,13,19,2,500.0
2025-02-04,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,55,96,2,15.0
2025-02-04,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,39,41,2,8.0
2025-02-04,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,150,176,2,3.5
2025-02-04,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,73,129,2,2.0
2025-02-04,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,8,10,2,500.0
2025-02-04,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,41,48,2,15.0
2025-02-04,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,23,34,2,8.0
2025-02-04,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,118,148,2,3.5
2025-02-04,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,77,94,2,2.0
2025-02-04,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,7,11,2,500.0
2025-02-04,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,34,42,2,15.0
2025-02-04,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,28,32,2,8.0
2025-02-05,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,8130,14,3.5
2025-02-05,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,4376,14,2.0
2025-02-05,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,445,14,500.0
2025-02-05,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2479,14,15.0
2025-02-05,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1424,14,8.0
2025-02-05,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,193,281,2,3.5
2025-02-05,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,152,212,2,2.0
2025-02-05,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,11,19,2,500.0
2025-02-05,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,79,98,2,15.0
2025-02-05,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,37,57,2,8.0
2025-02-05,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,169,222,2,3.5
2025-02-05,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,107,170,2,2.0
2025-02-05,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,11,16,2,500.0
2025-02-05,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,50,75,2,15.0
2025-02-05,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,42,51,2,8.0
2025-02-05,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,128,263,2,3.5
2025-02-05,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,107,183,2,2.0
2025-02-05,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,11,18,2,500.0
2025-02-05,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,58,75,2,15.0
2025-02-05,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,32,60,2,8.0
2025-02-05,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,140,177,2,3.5
2025-02-05,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,94,120,2,2.0
2025-02-05,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,8,10,2,500.0
2025-02-05,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,53,61,2,15.0
2025-02-05,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,30,40,2,8.0
2025-02-05,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,116,120,2,3.5
2025-02-05,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,83,109,2,2.0
2025-02-05,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,9,9,2,500.0
2025-02-05,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,40,48,2,15.0
2025-02-05,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,22,25,2,8.0
2025-02-06,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,7169,14,3.5
2025-02-06,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,5890,14,2.0
2025-02-06,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,493,14,500.0
2025-02-06,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2901,14,15.0
2025-02-06,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1725,14,8.0
2025-02-06,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,295,327,2,3.5
2025-02-06,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,170,159,2,2.0
2025-02-06,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,16,22,2,500.0
2025-02-06,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,85,93,2,15.0
2025-02-06,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,54,58,2,8.0
2025-02-06,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,167,223,2,3.5
2025-02-06,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,106,144,2,2.0
2025-02-06,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,10,15,2,500.0
2025-02-06,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,59,78,2,15.0
2025-02-06,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,49,44,2,8.0
2025-02-06,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,187,277,2,3.5
2025-02-06,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,122,202,2,2.0
2025-02-06,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,8,18,2,500.0
2025-02-06,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,65,89,2,15.0
2025-02-06,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,38,59,2,8.0
2025-02-06,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,152,170,2,3.5
2025-02-06,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,95,107,2,2.0
2025-02-06,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,10,11,2,500.0
2025-02-06,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,67,59,2,15.0
2025-02-06,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,30,34,2,8.0
2025-02-06,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,133,157,2,3.5
2025-02-06,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,75,87,2,2.0
2025-02-06,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,9,9,2,500.0
2025-02-06,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,35,53,2,15.0
2025-02-06,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,30,29,2,8.0
2025-02-07,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,7731,14,3.5
2025-02-07,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,4108,14,2.0
2025-02-07,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,396,14,500.0
2025-02-07,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2196,14,15.0
2025-02-07,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1427,14,8.0
2025-02-07,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,198,280,2,3.5
2025-02-07,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,187,197,2,2.0
2025-02-07,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,13,19,2,500.0
2025-02-07,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,65,106,2,15.0
2025-02-07,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,53,53,2,8.0
2025-02-07,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,164,240,2,3.5
2025-02-07,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,118,159,2,2.0
2025-02-07,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,14,15,2,500.0
2025-02-07,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,61,60,2,15.0
2025-02-07,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,31,51,2,8.0
2025-02-07,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,205,253,2,3.5
2025-02-07,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,139,161,2,2.0
2025-02-07,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,13,19,2,500.0
2025-02-07,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,62,82,2,15.0
2025-02-07,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,41,53,2,8.0
2025-02-07,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,187,189,2,3.5
2025-02-07,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,119,142,2,2.0
2025-02-07,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,10,14,2,500.0
