Date,Product_ID,Category,Sales_Quantity,Current_Stock,Lead_Time_Days
2024-03-26,SKU_005,Household,31,121,5
2024-03-27,SKU_001,Dairy,142,841,2
2024-03-27,SKU_002,Bakery,98,563,2
2024-03-27,SKU_003,Electronics,10,42,14
2024-03-27,SKU_004,Clothing,52,315,7
2024-03-27,SKU_005,Household,31,136,5
2024-03-28,SKU_001,Dairy,151,779,2
2024-03-28,SKU_002,Bakery,101,537,2
2024-03-28,SKU_003,Electronics,10,84,14
2024-03-28,SKU_004,Clothing,44,190,7
2024-03-28,SKU_005,Household,26,137,5
2024-03-29,SKU_001,Dairy,173,992,2
2024-03-29,SKU_002,Bakery,88,300,2
2024-03-29,SKU_003,Electronics,10,51,14
2024-03-29,SKU_004,Clothing,43,325,7
2024-03-29,SKU_005,Household,31,91,5
2024-03-30,SKU_001,Dairy,165,643,2
2024-03-30,SKU_002,Bakery,121,466,2
2024-03-30,SKU_003,Electronics,11,20,14
2024-03-30,SKU_004,Clothing,48,224,7
2024-03-30,SKU_005,Household,33,159,5
2024-03-31,SKU_001,Dairy,153,1197,2
2024-03-31,SKU_002,Bakery,142,753,2
2024-03-31,SKU_003,Electronics,9,37,14
2024-03-31,SKU_004,Clothing,45,260,7
2024-03-31,SKU_005,Household,33,77,5
2024-04-01,SKU_001,Dairy,137,931,2
2024-04-01,SKU_002,Bakery,103,731,2
2024-04-01,SKU_003,Electronics,9,51,14
2024-04-01,SKU_004,Clothing,55,262,7
2024-04-01,SKU_005,Household,35,148,5
2024-04-02,SKU_001,Dairy,153,862,2
2024-04-02,SKU_002,Bakery,101,393,2
2024-04-02,SKU_003,Electronics,9,74,14
2024-04-02,SKU_004,Clothing,44,345,7
2024-04-02,SKU_005,Household,29,226,5
2024-04-03,SKU_001,Dairy,139,509,2
2024-04-03,SKU_002,Bakery,102,283,2
2024-04-03,SKU_003,Electronics,9,24,14
2024-04-03,SKU_004,Clothing,51,234,7
2024-04-03,SKU_005,Household,29,206,5
2024-04-04,SKU_001,Dairy,166,513,2
2024-04-04,SKU_002,Bakery,93,373,2
2024-04-04,SKU_003,Electronics,10,69,14
2024-04-04,SKU_004,Clothing,40,377,7
2024-04-04,SKU_005,Household,30,95,5
2024-04-05,SKU_001,Dairy,164,585,2
2024-04-05,SKU_002,Bakery,93,414,2
2024-04-05,SKU_003,Electronics,9,39,14
2024-04-05,SKU_004,Clothing,56,331,7
2024-04-05,SKU_005,Household,28,168,5
2024-04-06,SKU_001,Dairy,140,754,2
2024-04-06,SKU_002,Bakery,125,332,2
2024-04-06,SKU_003,Electronics,9,78,14
2024-04-06,SKU_004,Clothing,52,141,7
2024-04-06,SKU_005,Household,34,75,5
2024-04-07,SKU_001,Dairy,139,737,2
2024-04-07,SKU_002,Bakery,135,429,2
2024-04-07,SKU_003,Electronics,10,72,14
2024-04-07,SKU_004,Clothing,54,265,7
2024-04-07,SKU_005,Household,30,119,5
2024-04-08,SKU_001,Dairy,141,503,2
2024-04-08,SKU_002,Bakery,122,577,2
2024-04-08,SKU_003,Electronics,10,23,14
2024-04-08,SKU_004,Clothing,52,423,7
2024-04-08,SKU_005,Household,26,132,5
2024-04-09,SKU_001,Dairy,127,778,2
2024-04-09,SKU_002,Bakery,114,378,2
2024-04-09,SKU_003,Electronics,11,43,14
2024-04-09,SKU_004,Clothing,50,217,7
2024-04-09,SKU_005,Household,30,194,5
2024-04-10,SKU_001,Dairy,160,674,2
2024-04-10,SKU_002,Bakery,92,319,2
2024-04-10,SKU_003,Electronics,10,45,14
2024-04-10,SKU_004,Clothing,53,259,7
2024-04-10,SKU_005,Household,33,152,5
2024-04-11,SKU_001,Dairy,136,854,2
2024-04-11,SKU_002,Bakery,104,643,2
2024-04-11,SKU_003,Electronics,10,31,14
2024-04-11,SKU_004,Clothing,59,274,7
2024-04-11,SKU_005,Household,31,107,5
2024-04-12,SKU_001,Dairy,166,984,2
2024-04-12,SKU_002,Bakery,107,505,2
2024-04-12,SKU_003,Electronics,9,42,14
2024-04-12,SKU_004,Clothing,48,280,7
2024-04-12,SKU_005,Household,28,185,5
2024-04-13,SKU_001,Dairy,156,582,2
2024-04-13,SKU_002,Bakery,136,772,2
2024-04-13,SKU_003,Electronics,9,50,14
2024-04-13,SKU_004,Clothing,44,197,7
2024-04-13,SKU_005,Household,31,86,5
2024-04-14,SKU_001,Dairy,137,725,2
2024-04-14,SKU_002,Bakery,129,756,2
2024-04-14,SKU_003,Electronics,10,45,14
2024-04-14,SKU_004,Clothing,54,261,7
2024-04-14,SKU_005,Household,29,164,5
2024-04-15,SKU_001,Dairy,113,814,2
2024-04-15,SKU_002,Bakery,90,501,2
2024-04-15,SKU_003,Electronics,12,28,14
2024-04-15,SKU_004,Clothing,58,297,7
2024-04-15,SKU_005,Household,34,218,5
2024-04-16,SKU_001,Dairy,167,638,2
2024-04-16,SKU_002,Bakery,88,673,2
2024-04-16,SKU_003,Electronics,9,49,14
2024-04-16,SKU_004,Clothing,46,243,7
2024-04-16,SKU_005,Household,26,222,5
2024-04-17,SKU_001,Dairy,156,576,2
2024-04-17,SKU_002,Bakery,104,574,2
2024-04-17,SKU_003,Electronics,9,57,14
2024-04-17,SKU_004,Clothing,49,171,7
2024-04-17,SKU_005,Household,28,117,5
2024-04-18,SKU_001,Dairy,138,606,2
2024-04-18,SKU_002,Bakery,85,199,2
2024-04-18,SKU_003,Electronics,12,65,14
2024-04-18,SKU_004,Clothing,38,230,7
2024-04-18,SKU_005,Household,24,151,5
2024-04-19,SKU_001,Dairy,161,633,2
2024-04-19,SKU_002,Bakery,105,454,2
2024-04-19,SKU_003,Electronics,11,78,14
2024-04-19,SKU_004,Clothing,43,298,7
2024-04-19,SKU_005,Household,29,5,5
2024-04-20,SKU_001,Dairy,170,1107,2
2024-04-20,SKU_002,Bakery,140,543,2
2024-04-20,SKU_003,Electronics,10,56,14
2024-04-20,SKU_004,Clothing,49,120,7
2024-04-20,SKU_005,Household,27,152,5
2024-04-21,SKU_001,Dairy,152,953,2
2024-04-21,SKU_002,Bakery,120,471,2
2024-04-21,SKU_003,Electronics,9,48,14
2024-04-21,SKU_004,Clothing,49,105,7
2024-04-21,SKU_005,Household,31,154,5
2024-04-22,SKU_001,Dairy,156,1247,2
2024-04-22,SKU_002,Bakery,102,397,2
2024-04-22,SKU_003,Electronics,10,51,14
2024-04-22,SKU_004,Clothing,48,320,7
2024-04-22,SKU_005,Household,33,179,5
2024-04-23,SKU_001,Dairy,127,391,2
2024-04-23,SKU_002,Bakery,105,609,2
2024-04-23,SKU_003,Electronics,9,47,14
2024-04-23,SKU_004,Clothing,46,327,7
2024-04-23,SKU_005,Household,30,166,5
2024-04-24,SKU_001,Dairy,151,587,2
2024-04-24,SKU_002,Bakery,99,651,2
2024-04-24,SKU_003,Electronics,10,40,14
2024-04-24,SKU_004,Clothing,54,196,7
2024-04-24,SKU_005,Household,28,110,5
2024-04-25,SKU_001,Dairy,146,740,2
2024-04-25,SKU_002,Bakery,95,545,2
2024-04-25,SKU_003,Electronics,11,43,14
2024-04-25,SKU_004,Clothing,56,375,7
2024-04-25,SKU_005,Household,31,205,5
2024-04-26,SKU_001,Dairy,159,1248,2
2024-04-26,SKU_002,Bakery,93,613,2
2024-04-26,SKU_003,Electronics,9,47,14
2024-04-26,SKU_004,Clothing,54,323,7
2024-04-26,SKU_005,Household,23,174,5
2024-04-27,SKU_001,Dairy,158,693,2
2024-04-27,SKU_002,Bakery,137,451,2
2024-04-27,SKU_003,Electronics,8,53,14
2024-04-27,SKU_004,Clothing,55,150,7
2024-04-27,SKU_005,Household,35,168,5
2024-04-28,SKU_001,Dairy,153,19,2
2024-04-28,SKU_002,Bakery,117,567,2
2024-04-28,SKU_003,Electronics,7,38,14
2024-04-28,SKU_004,Clothing,54,191,7
2024-04-28,SKU_005,Household,29,142,5
2024-04-29,SKU_001,Dairy,146,839,2
2024-04-29,SKU_002,Bakery,103,357,2
2024-04-29,SKU_003,Electronics,9,40,14
2024-04-29,SKU_004,Clothing,53,300,7
2024-04-29,SKU_005,Household,29,186,5
2024-04-30,SKU_001,Dairy,137,571,2
2024-04-30,SKU_002,Bakery,96,465,2
2024-04-30,SKU_003,Electronics,7,60,14
2024-04-30,SKU_004,Clothing,47,230,7
2024-04-30,SKU_005,Household,27,160,5
2024-05-01,SKU_001,Dairy,136,521,2
2024-05-01,SKU_002,Bakery,106,405,2
2024-05-01,SKU_003,Electronics,11,44,14
2024-05-01,SKU_004,Clothing,52,151,7
2024-05-01,SKU_005,Household,35,139,5
2024-05-02,SKU_001,Dairy,136,435,2
2024-05-02,SKU_002,Bakery,92,335,2
2024-05-02,SKU_003,Electronics,9,56,14
2024-05-02,SKU_004,Clothing,42,280,7
2024-05-02,SKU_005,Household,30,113,5
2024-05-03,SKU_001,Dairy,175,1046,2
2024-05-03,SKU_002,Bakery,105,505,2
2024-05-03,SKU_003,Electronics,10,51,14
2024-05-03,SKU_004,Clothing,56,284,7
2024-05-03,SKU_005,Household,27,109,5
2024-05-04,SKU_001,Dairy,150,484,2
2024-05-04,SKU_002,Bakery,140,615,2
2024-05-04,SKU_003,Electronics,8,48,14
2024-05-04,SKU_004,Clothing,45,227,7
2024-05-04,SKU_005,Household,29,125,5
2024-05-05,SKU_001,Dairy,137,870,2
2024-05-05,SKU_002,Bakery,129,392,2
2024-05-05,SKU_003,Electronics,11,63,14
2024-05-05,SKU_004,Clothing,43,170,7
2024-05-05,SKU_005,Household,34,171,5
2024-05-06,SKU_001,Dairy,156,593,2
2024-05-06,SKU_002,Bakery,98,406,2
2024-05-06,SKU_003,Electronics,11,42,14
2024-05-06,SKU_004,Clothing,52,162,7
2024-05-06,SKU_005,Household,36,50,5
2024-05-07,SKU_001,Dairy,160,295,2
2024-05-07,SKU_002,Bakery,107,519,2
2024-05-07,SKU_003,Electronics,9,71,14
2024-05-07,SKU_004,Clothing,50,295,7
2024-05-07,SKU_005,Household,29,93,5
2024-05-08,SKU_001,Dairy,176,953,2
2024-05-08,SKU_002,Bakery,120,515,2
2024-05-08,SKU_003,Electronics,9,42,14
2024-05-08,SKU_004,Clothing,46,357,7
2024-05-08,SKU_005,Household,31,206,5
2024-05-09,SKU_001,Dairy,165,862,2
2024-05-09,SKU_002,Bakery,87,614,2
2024-05-09,SKU_003,Electronics,9,50,14
2024-05-09,SKU_004,Clothing,56,294,7
2024-05-09,SKU_005,Household,31,126,5
2024-05-10,SKU_001,Dairy,147,642,2
2024-05-10,SKU_002,Bakery,107,288,2
2024-05-10,SKU_003,Electronics,10,37,14
2024-05-10,SKU_004,Clothing,51,194,7
2024-05-10,SKU_005,Household,28,64,5
2024-05-11,SKU_001,Dairy,170,586,2
2024-05-11,SKU_002,Bakery,123,447,2
2024-05-11,SKU_003,Electronics,8,45,14
2024-05-11,SKU_004,Clothing,48,342,7
2024-05-11,SKU_005,Household,27,133,5
2024-05-12,SKU_001,Dairy,147,739,2
2024-05-12,SKU_002,Bakery,127,611,2
2024-05-12,SKU_003,Electronics,9,56,14
2024-05-12,SKU_004,Clothing,50,236,7
2024-05-12,SKU_005,Household,29,192,5
2024-05-13,SKU_001,Dairy,159,922,2
2024-05-13,SKU_002,Bakery,99,684,2
2024-05-13,SKU_003,Electronics,10,49,14
2024-05-13,SKU_004,Clothing,41,286,7
2024-05-13,SKU_005,Household,34,155,5
2024-05-14,SKU_001,Dairy,163,855,2
2024-05-14,SKU_002,Bakery,92,812,2
2024-05-14,SKU_003,Electronics,11,76,14
2024-05-14,SKU_004,Clothing,41,257,7
2024-05-14,SKU_005,Household,24,220,5
2024-05-15,SKU_001,Dairy,146,676,2
2024-05-15,SKU_002,Bakery,116,394,2
2024-05-15,SKU_003,Electronics,10,28,14
2024-05-15,SKU_004,Clothing,42,222,7
2024-05-15,SKU_005,Household,29,125,5
2024-05-16,SKU_001,Dairy,136,991,2
2024-05-16,SKU_002,Bakery,97,363,2
2024-05-16,SKU_003,Electronics,10,39,14
2024-05-16,SKU_004,Clothing,50,298,7
2024-05-16,SKU_005,Household,27,139,5
2024-05-17,SKU_001,Dairy,183,866,2
2024-05-17,SKU_002,Bakery,94,285,2
2024-05-17,SKU_003,Electronics,8,51,14
2024-05-17,SKU_004,Clothing,50,297,7
2024-05-17,SKU_005,Household,30,156,5
2024-05-18,SKU_001,Dairy,163,1236,2
2024-05-18,SKU_002,Bakery,126,754,2
2024-05-18,SKU_003,Electronics,10,45,14
2024-05-18,SKU_004,Clothing,45,296,7
2024-05-18,SKU_005,Household,30,123,5
2024-05-19,SKU_001,Dairy,139,546,2
2024-05-19,SKU_002,Bakery,163,624,2
2024-05-19,SKU_003,Electronics,9,64,14
2024-05-19,SKU_004,Clothing,49,351,7
2024-05-19,SKU_005,Household,28,232,5
2024-05-20,SKU_001,Dairy,160,833,2
2024-05-20,SKU_002,Bakery,101,484,2
2024-05-20,SKU_003,Electronics,12,48,14
2024-05-20,SKU_004,Clothing,55,311,7
2024-05-20,SKU_005,Household,26,171,5
2024-05-21,SKU_001,Dairy,156,141,2
2024-05-21,SKU_002,Bakery,85,748,2
2024-05-21,SKU_003,Electronics,9,67,14
2024-05-21,SKU_004,Clothing,43,134,7
2024-05-21,SKU_005,Household,30,120,5
2024-05-22,SKU_001,Dairy,162,980,2
2024-05-22,SKU_002,Bakery,116,655,2
2024-05-22,SKU_003,Electronics,8,24,14
2024-05-22,SKU_004,Clothing,53,232,7
2024-05-22,SKU_005,Household,26,196,5
2024-05-23,SKU_001,Dairy,139,873,2
2024-05-23,SKU_002,Bakery,88,602,2
2024-05-23,SKU_003,Electronics,9,16,14
2024-05-23,SKU_004,Clothing,40,67,7
2024-05-23,SKU_005,Household,24,149,5
2024-05-24,SKU_001,Dairy,118,914,2
2024-05-24,SKU_002,Bakery,81,468,2
2024-05-24,SKU_003,Electronics,9,47,14
2024-05-24,SKU_004,Clothing,53,162,7
2024-05-24,SKU_005,Household,36,116,5
2024-05-25,SKU_001,Dairy,133,900,2
2024-05-25,SKU_002,Bakery,124,577,2
2024-05-25,SKU_003,Electronics,9,79,14
2024-05-25,SKU_004,Clothing,51,361,7
2024-05-25,SKU_005,Household,31,139,5
2024-05-26,SKU_001,Dairy,149,984,2
2024-05-26,SKU_002,Bakery,152,727,2
2024-05-26,SKU_003,Electronics,9,44,14
2024-05-26,SKU_004,Clothing,39,161,7
2024-05-26,SKU_005,Household,30,129,5
2024-05-27,SKU_001,Dairy,147,533,2
2024-05-27,SKU_002,Bakery,108,410,2
2024-05-27,SKU_003,Electronics,9,43,14
2024-05-27,SKU_004,Clothing,54,303,7
2024-05-27,SKU_005,Household,27,160,5
2024-05-28,SKU_001,Dairy,166,891,2
2024-05-28,SKU_002,Bakery,120,413,2
2024-05-28,SKU_003,Electronics,8,42,14
2024-05-28,SKU_004,Clothing,51,235,7
